HouseholdID	CountryID	MPAID	SettlementID	InterviewYear	YearsResident	TimeMarket	PaternalEthnicity	Religion	PrimaryLivelihood	SecondaryLivelihood	TertiaryLivelihood	FreqFish	FreqSaleFish	PercentIncomeFish	FreqEatFish	PercentProteinFish	MajorFishTechnique	EconomicStatusTrend	EconomicStatusReason	EconomicStatusReasonEnglish	AssetCar	AssetTruck	AssetCarTruck	AssetBicycle	AssetMotorcycle	AssetBoatNoMotor	AssetBoatOutboard	AssetBoatInboard	AssetLandlinePhone	AssetCellPhone	AssetPhoneCombined	AssetTV	AssetRadio	AssetStereo	AssetCD	AssetDVD	AssetEntertain	AssetSatellite	AssetGenerator	CookingFuel	HouseholdDeath	HouseholdBirth	FSNotEnough	FSDidNotLast	FSBalancedDiet	FSAdultSkip	FSFreqAdultSkip	FSEatLess	FSHungry	FSChildPortion	FSLowCostFood	FSChildSkip	FSFreqChildSkip	FSNoMealChild	RightsAccess	RightsHarvest	RightsManage	RightsExclude	RightsTransfer	SocialConflict	MarineGroup	NumberMarineGroup	OtherGroup	NumberOtherGroup	VoteDistrict	VoteNational	NumLocalThreat	NumGlobalThreat	NumLocalAction	NumGlobalAction	PlaceHappy	PlaceFavourite	PlaceMiss	PlaceBest	PlaceFishHere	PlaceBeMyself
374	360	1	13	2010	1	993	AMBEL-MAYA	1	2	3	2	993	5	1	2	5	1	4	karena pada tahun ini banyak permintaan kayu di kampung (ada proyek pembangunan di kampung)		993	993	0	0	0	1	1	0	993	993	1	1	993	993	993	993	2	1	1	3	0	0	3	3	2	0	998	1	1	1	993	993	993	993	1	1	0	0	0	5	0		0		1	1	1	1		1	4	4	5	5	5	2
375	360	1	13	2010	22	993	AMBEL-MAYA	1	2	3	1	993	5	1	2	4	1	3	pendapatan tidak tetap (naik-turun) akibat dari hasil laut yang sama saja.		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	4	0	1	3	1	1	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	0	1		1	4	4	4	4	4	4
376	360	1	14	2010	26	993	BIAK-BESER	1	3	1	998	993	3	5	2	4	1	5	Hasil dari melaut meningkat sehingga dalam keluarga tidak pernah mengalami kekurangan		993	993	0	0	0	3	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	2	3	2	1	3	1	0	0	993	993	993	993	1	1	0	0	0	3	0		1		1	1	2	2		1	5	5	4	5	5	5
377	360	1	14	2010	35	993	MAYA	1	3	1	997	993	3	5	1	5	1	4	Hasil pendapatan meningkat dalam tahun ini		993	993	0	0	0	2	1	0	993	993	0	1	993	993	993	993	3	0	1	3	0	0	3	3	1	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	2	2		1	4	5	4	5	5	5
378	360	1	14	2010	47	993	KAWE-MAYA	1	3	1	997	993	2	4	2	5	1	3	karena pendapatan dari hasil usaha tidak berubah		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	3	0	0	3	0	0	3	3	1	1	3	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	3	3		1	5	5	4	5	5	5
379	360	1	14	2010	1	993	BUTON	2	3	7	997	993	3	3	2	5	1	3	Karena ada pemasukan ada pengeluaran		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	2	0		0		1	1	2	2		0	5	5	3	5	5	2
380	360	1	14	2010	97	993	MAYA	1	3	1	2	993	3	2	2	5	1	3	997		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	4	1	1	3	0	0	2	2	2	1	3	1	0	0	993	993	993	993	1	1	0	0	0	997	0		0		1	1	1	1		0	5	5	3	4	5	5
381	360	1	14	2010	40	993	BIAK-BESER	1	3	1	2	993	3	3	2	4	1	2	Harga barang-barang sehingga banyak pengeluaran sedangkan hidup Cuma bergantung dari hasil ikan garam.		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	2	0	0	3	0	1	2	2	2	1	1	1	1	0	993	993	993	993	1	1	0	0	0	2	0		0		1	1	2	3		1	3	3	4	2	5	5
382	360	1	14	2010	48	993	MAYA	1	2	1	3	993	4	2	2	4	1	4	Karena hasil sagu banyak dan rutin tokok sagu		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	8	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		1		1	1	2	0		0	3	3	3	4	4	5
383	360	1	14	2010	33	993	MAYA	1	3	2	1	993	2	4	2	4	1	4	Karena bisa beli alat eloktronik seperti TV dan parabola		993	993	0	0	0	1	1	0	993	993	1	1	993	993	993	993	5	1	1	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	2	2		1	5	5	5	5	5	5
384	360	1	14	2010	12	993	MAYA	1	2	3	1	993	2	3	2	4	1	2	997		993	993	0	0	0	2	0	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	2	2	2	1	3	1	1	1	993	993	993	993	1	1	1	1	0	5	0		0		1	1	3	3		0	5	5	5	5	5	5
385	360	1	14	2010	7	993	AMBEL-MAYA	1	2	1	3	993	2	3	2	4	1	2	998		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	4	0	1	3	0	1	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		1		1	1	1	0		1	5	5	5	5	5	5
386	360	1	14	2010	58	993	MAYA	1	2	3	1	993	3	3	2	4	1	2	997		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	2	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	3	3		0	5	5	5	5	5	5
387	360	1	14	2010	2	993	BIAK-BESER	1	3	1	998	993	2	5	2	5	1	3	997		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	2	2	2	1	3	0	0	0	993	993	993	993	1	1	0	0	0	997	0		0		1	1	2	1		0	4	4	5	5	5	5
388	360	1	14	2010	30	993	MAYA-WAWIYAI	1	7	3	997	993	2	3	2	5	1	3	997		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	3	1	2	3	1	1	2	2	1	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	1	1		0	5	5	5	5	5	5
389	360	1	14	2010	56	993	MAYA	1	3	2	1	993	4	2	2	5	1	3	Pendapatan Tidak Berubah Karena memiliki pekerjaan sampingan yang tidak mendukung.		993	993	0	0	0	2	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	1	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	3	3		1	5	5	5	5	5	5
390	360	1	14	2010	30	993	BIAK	1	3	2	1	993	5	1	2	4	2	3	Hasil tetap sama		993	993	0	0	0	2	1	0	993	993	0	1	993	993	993	993	5	0	1	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	3	0		1		1	1	0	0		0	5	5	4	5	5	5
391	360	1	14	2010	37	993	BIAK	1	3	1	2	993	2	4	2	5	1	4	Hasil Meningkat		993	993	0	0	0	2	1	0	993	993	0	1	993	993	993	993	5	1	1	3	1	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	2	0		1		1	1	0	3		1	5	5	5	5	5	5
392	360	1	14	2010	28	993	BIAK-BESER	1	1	2	3	993	4	2	1	5	1	4	997		993	993	0	0	0	2	3	0	993	993	0	0	993	993	993	993	0	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	5	5		1	5	5	5	5	5	5
393	360	1	14	2010	10	993	BIAK	1	3	2	1	993	3	3	2	4	2	4	Penghasilan Meningkat		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	2	0	0	3	0	1	2	2	2	1	3	1	1	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	2	2		1	5	5	5	5	5	5
394	360	1	14	2010	25	993	MAYA	1	3	2	1	993	3	3	2	4	2	4	"Karena tahun ini bisa beli ketinting, Senter menyelam dan sebagainya"		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	2	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		0		1	1	2	2		1	5	5	5	5	5	5
395	360	1	14	2010	7	993	MAYA-WAWIYAI	1	7	1	3	993	5	1	2	2	1	5	Kaena ada pemekaan saat ini sehingga pemerintah lebih dekat dengan masyarakat. Program-program dan bantuan pemerintah lebih langsung menyentuh masyarakat.		993	993	0	0	0	0	2	0	993	993	1	1	993	993	993	993	4	1	2	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	1	0		0	5	5	5	5	5	5
396	360	1	14	2010	35	993	MAYA-WAWIYAI	1	7	3	998	993	5	1	2	4	1	5	Hasil dari usaha kios dan jual BBM sangat mencukupi kebutuhan keluarga		993	993	0	0	0	1	3	0	993	993	1	1	993	993	993	993	5	1	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		0		1	1	2	2		0	5	5	3	5	5	5
397	360	1	14	2010	5	993	AMBON	1	1	3	998	993	4	2	2	4	1	4	"Sebenarnya bisa sangat baik,namun saat ini sedangkan membiayai pendidikan adik-adik."		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	0	0	0	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	5	5		0	5	5	5	5	5	5
398	360	1	14	2010	32	993	MAYA	1	3	1	996	993	3	4	2	5	1	3	997		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	2	0	1	3	0	0	3	3	1	1	3	0	0	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	2	2		1	5	5	5	5	5	5
399	360	1	14	2010	9	993	BIAK	1	2	3	997	993	5	1	2	4	1	3	997		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	1	1	0	3	0	1	2	3	3	0	998	0	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	0	0		0	5	5	4	5	5	5
400	360	1	14	2010	15	993	SERUI	1	3	1	2	993	3	4	2	4	1	4	Penghasilan Menambah		993	993	0	0	0	2	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	2	2	2	1	3	1	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	2	2		1	5	5	4	5	5	5
401	360	1	14	2010	30	993	MAYA	1	3	1	997	993	4	2	2	5	1	1	Tidak Melakukan aktifitas untuk memenuhi kebutuhan karena sibuk dengan tugas sebagai bamuskam		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	1	0	0	3	0	0	2	2	1	1	3	1	0	1	993	993	993	993	1	1	1	1	1	5	0		1		1	1	5	5		1	5	5	5	5	5	5
402	360	1	14	2010	78	993	MAYA	1	1	997	997	993	998	998	998	998	998	1	Karena sudah lansia dan status sebagai duda		993	993	0	0	0	0	0	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	1	1	1	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	0	0		0	3	3	4	5	5	5
403	360	1	14	2010	25	993	BUGIS	2	1	997	997	993	998	998	998	998	998	3	Karena sudah tua		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	0	1	1	0	3	0		1		1	1	0	0		0	5	5	3	5	3	5
404	360	1	14	2010	23	993	AMBEL-MAYA	1	3	1	2	993	1	4	2	5	1	3	Mata Pencarian tidak tetap		993	993	0	0	0	2	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	2	3	2	1	3	1	0	0	993	993	993	993	1	1	0	0	0	1	0		1		1	1	3	3		2	5	5	5	5	5	5
405	360	1	14	2010	7	993	BIAK	1	7	3	998	993	5	1	2	4	1	3	997		993	993	0	0	0	0	1	0	993	993	0	1	993	993	993	993	3	1	1	3	0	0	2	2	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	1	1		0	5	5	5	5	5	5
406	360	1	14	2010	38	993	AFATANUN-MAYA	1	3	2	998	993	3	3	2	4	1	2	Hasil Kurang atau sedikit		993	993	0	0	0	2	2	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	3	3		1	5	5	5	5	5	5
407	360	1	14	2010	31	993	MAYA-WAWIYAI	1	3	1	2	993	2	4	2	5	1	2	"Hasil Laut Menurun, dikarenakan ada masyarakat yang menggunakan Kompresor untuk cari teripang sedangkan responden menggunakan alat sederhana"		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	4	1	0	3	0	0	1	2	1	1	1	1	0	0	993	993	993	993	1	1	0	0	0	3	0		1		1	1	0	1		1	4	4	5	4	5	5
408	360	1	14	2010	9	993	MAYA	1	3	1	998	993	2	4	3	4	1	4	Karena penghasilan laut meningkat di bandingkan Tahun Sebelumnya		993	993	0	0	0	1	1	0	993	993	1	1	993	993	993	993	4	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	2	2		0	4	4	2	4	5	5
409	360	1	14	2010	10	993	BIAK-BESER	1	2	3	1	993	2	3	2	5	1	3	pendapatan yang tidak berubah		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	3	0	1	3	0	0	2	2	1	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	3	3		1	5	5	5	5	5	5
410	360	1	14	2010	10	993	BIAK	1	3	1	997	993	2	4	2	4	1	4	"Karena ada Bantuan pemerintah, raskin dan Bahan bangun untuk renofasi rumah"		993	993	0	0	0	2	1	0	993	993	0	0	993	993	993	993	3	1	0	3	0	0	3	3	3	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	1	1		0	5	5	5	5	5	5
411	360	1	14	2010	75	993	MAYA	1	3	1	2	993	5	1	2	5	1	3	Dari Usaha saja		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	2	3	2	1	3	1	0	0	993	993	993	993	1	1	0	0	0	3	0		1		1	1	3	3		0	5	5	5	5	5	5
412	360	1	14	2010	36	993	MAYA	1	2	3	1	993	2	4	2	5	1	4	"Pendapatan bagus, sehingga ekonomi rumah tangga meninggkat"		993	993	0	0	0	2	1	0	993	993	0	1	993	993	993	993	3	0	0	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	3	3		1	5	5	5	5	5	5
413	360	1	14	2010	55	993	MAYA	1	2	3	1	993	4	2	2	4	1	3	Karena dari tahun ketahun selalu cukup		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	1	2	2	1	3	0	0	1	993	993	993	993	1	1	0	0	0	2	0		0		1	1	2	0		0	4	4	4	5	4	5
414	360	4	39	2011	6	13	Biak beser	1	3	1	7	5	3	4	5	4	1	2	Kurang melaut karena ada pembangunan gedung gerja baru.	Less sea because there is a new church was building.	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	1	3	0	1	3	0	0	1	1	2	0	994	1	1	0	1	0	994	3	1	1	0	0	0	4	0		1		1	1	2	1	0	0	4	4	4	4	4	4
415	360	4	39	2011	35	12	Biak beser	1	1	3	7	994	994	994	994	994	994	1	Kepala keluarga tidak ada di tempat/berada di Halmahera	Family head was not in place / are in Halmahera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	2	0	994	1	0	0	2	0	994	3	1	0	1	0	0	4	0		1		1	1	2	0	0	0	4	4	4	4	4	4
416	360	4	39	2011	49	24	Biak raja ampat	1	1	3	998	4	3	2	4	3	1	4	Tahun ini ada kerja kopra sehingga uang/pemasukan agak sedikit lebih baik bila dibandingkan dengan tahun lalu yang sedikit kurang kerja kopra	This year there is the work of copra making money / income is a bit better when compared with last year a little less work copra	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	1	1	1	3	1	0	0	2	0	994	3	1	1	1	1	0	3	1		0		1	1	1	0	0	0	4	4	4	4	4	4
417	360	4	39	2011	60	24	Biak raja ampat	1	1	3	998	3	1	1	5	4	1	3	Karena kestabilan pasaran tidak tetap	Because the stability of the market is not fixed	0	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	3	1	1	3	0	0	3	3	1	0	994	0	0	0	3	0	994	3	1	1	1	1	0	2	1		1		1	1	2	3	4	1	5	5	5	5	5	5
418	360	4	39	2011	55	13	Biak raja ampat	1	1	3	998	3	1	1	3	3	1	1	Hasil kelapa tidak berbuah baik dan responden tidak buat ikan asing	The results did not bear fruit of coconut and the respondent does not make good foreign fish	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	1	1	3	1	0	0	3	0	994	3	1	1	1	0	0	3	0		0		1	1	1	1	0	0	5	5	5	5	5	5
419	360	4	39	2011	52	20	Biak beser	1	1	3	998	4	3	2	4	4	1	3	Penghasilan tidak tetap/naik turun	Income is not fixed / up down	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	2	0	994	0	0	998	998	998	994	998	1	1	1	1	0	3	0		1		1	1	3	3	0	0	4	4	4	4	4	4
420	360	4	39	2011	45	998	Biak raja ampat	1	1	3	998	4	1	2	4	3	1	3	Karena ada pembangunan di Gereja sehingga tidak mencari.	Because no development in the Church so as not to look for.	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	2	1	3	0	0	0	3	0	994	3	1	1	0	0	0	997	0		0		1	1	3	0	0	0	4	4	4	4	5	4
421	360	4	39	2011	45	12	Biak beser	1	1	3	998	4	1	1	4	5	1	2	Harga kopra meningkat tetapi harga barang meningkat	Price of copra increased but prices rise	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	2	1	3	1	0	1	2	0	994	3	1	1	1	1	0	4	0		1		1	1	2	2	0	0	4	4	4	4	4	4
422	360	4	39	2011	7	17	Buton	2	7	3	998	2	1	1	3	2	1	2	Banyak utang dari masyarakat setempat yang tidak dilunasi sehingga tidak ada modal lagi untuk membeli baha-bahan untuk usaha.	Many of the local community debt is not repaid so that no more capital to buy materials for the dangers of the business.	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	1	1	3	0	0	2	3	2	0	994	0	0	998	998	998	994	998	1	0	0	0	0	1	0		0		1	1	3	1	0	0	4	5	4	5	998	4
423	360	4	39	2011	49	12	Biak raja ampat	1	1	3	998	4	1	1	4	4	1	3	Karena usaha itu sama saja jadi rata-rata berjalan baik.	Since business is the same so the average running well.	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	3	0	0	3	3	1	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	1		1		1	1	4	1	0	0	4	5	5	5	5	5
424	360	4	39	2011	40	24	Biak raja ampat	1	1	3	998	4	1	1	5	4	1	3	997	997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	1	1	3	1	0	0	1	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	3	1	5	5	5	4	4	4
425	360	4	39	2011	36	16	Biak beser	1	1	3	998	4	1	1	4	4	1	3	Tergantung dari hasil kopra saja.	Depending on the results of copra alone.	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	2	0		1		1	1	3	2	0	0	4	4	4	4	4	4
426	360	4	39	2011	25	12	Biak raja ampat	1	1	3	998	5	3	3	4	2	1	3	"Tahun lalu tidak pergi mencari, pergi tapi hasil tidak banyak, tahun ini tidak mencari karena ada pembangunan gereja."	"Last year did not go looking for, go but the result is not much this year because there are not looking for church construction."	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	3	0	1	2	3	2	0	994	0	0	0	1	0	994	3	1	1	0	0	0	997	0		0		1	1	1	1	0	0	5	4	4	5	3	5
427	360	4	39	2011	52	12	Biak raja ampat	1	1	3	998	4	3	2	4	4	1	4	Hasil kopra dan hasil laut cukup meningkat seiring dengan naiknya harga kopra dan ikan	The results of copra and the sea has been increasing along with rising prices of copra and fish	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	1	1	1	3	1	0	998	998	998	994	998	1	1	1	1	1	4	0		1		1	1	2	1	0	0	4	5	5	4	4	4
428	360	4	39	2011	66	998	Biak raja ampat	1	1	998	998	994	994	994	994	994	994	2	"Hasil dari kebun dibagi-bagi untuk anak-anak dan cucu-cucu, hanya sedikit untuk beli gula sedikit."	"Results of the garden is divided for the children and grandchildren, just a little bit to buy sugar."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	1	0	994	0	0	998	998	998	994	998	1	0	0	0	0	2	0		0		1	1	3	1	1	1	4	4	4	4	998	4
429	360	4	39	2011	19	18	Tobelo (Halmahera)	1	1	3	998	5	4	2	4	4	1	2	"Karena anak kuliah di Jakarta dan saudara ada sakit di Sorong, Tahun ini tidak pergi ke Misool untuk mencari ketam kenari, sehingga penghasilan kami sedikit menurun."	"Because the college kids in Jakarta and you have pain in Sorong, this year did not go to Misool to find crab walnuts, so our income declined slightly."	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	2	0	1	3	0	1	1	2	2	0	994	1	1	0	3	1	3	3	1	1	0	0	0	3	0		0		1	1	2	1	0	0	4	5	4	5	3	4
430	360	4	39	2011	5	8	Biak beser	1	7	3	998	5	3	2	4	4	1	4	"Selain gaji, ada usaha sampingan dari hasil laut. "	"In addition to salary, there is a sideline of the sea."	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	1	3	0	0	3	0	0	3	3	3	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	1		1		1	1	3	1	0	0	4	4	4	4	4	4
431	360	4	39	2011	28	8	Biak raja ampat	1	1	3	998	4	1	2	4	2	1	2	Disebabkan karena harga kopra tahun ini menurun.	Due to declining prices of copra this year.	0	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	1	0	1	3	0	0	997	997	1	0	994	0	0	0	1	1	3	3	1	0	0	0	0	2	0		1		1	1	1	2	1	0	4	5	4	997	4	4
432	360	4	39	2011	10	11	Biak raja ampat	1	1	3	7	1	1	1	5	4	1	4	Hasil kopra lebih meningkat tahun ini harga kopra naik.	The results of this year further increased copra copra prices go up.	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	3	0	0	3	0	0	2	3	2	1	3	1	0	0	3	0	994	3	1	1	1	1	1	5	1		1		1	1	4	3	3	0	4	4	4	4	4	4
433	360	4	39	2011	24	24	Biak raja ampat	1	1	7	998	994	994	994	994	994	994	4	Karena tahun lalu harga kopra turun sedangkan tahun ini naik terus dan tahun ini juga responden baru kerja di TNC	Because last year while the price of copra dropped this year and keep rising this year also new work on TNC respondents	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	3	0	0	2	3	2	1	3	1	1	998	998	998	994	998	1	0	1	1	0	4	1		0		1	1	5	2	2	2	4	4	4	4	5	5
434	360	4	39	2011	37	9	Biak beser	1	1	3	998	4	998	4	5	4	1	2	Karena ada pembangunan di Gereja sehingga tidak mencari.	Because no development in the Church so as not to look for.	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	1	1	3	1	1	1	3	0	994	3	1	1	0	0	0	2	0		1		1	1	3	1	0	0	5	4	4	4	3	4
435	360	4	39	2011	35	12	Biak beser	1	1	7	3	4	1	1	4	4	1	4	Penghasilan kopra meningkat	Copra income increases	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	0	0	1	2	2	1	3	1	0	0	2	0	994	3	1	1	0	0	0	4	0		0		1	1	2	1	0	0	4	4	4	4	4	4
436	360	4	39	2011	41	14	Biak raja ampat	1	7	1	3	4	1	1	4	3	1	3	Karena mencari untuk makan saja khususnya untuk hasil laut dan hasil kebun juga tidak berubah.	"Because the search for food alone, especially for the sea and the gardens are also unchanged."	0	0	0	0	0	2	2	1	1	0	1	1	0	1	1	0	2	1	1	3	0	0	2	1	2	0	994	1	0	1	2	0	994	3	1	1	1	1	0	3	0		1		1	1	1	1	0	0	4	5	5	5	4	4
437	360	4	39	2011	36	3	Biak beser	1	7	3	998	1	1	1	4	4	1	4	Ada usaha tambahan yaitu beli ikan hidup dari nelayan setempat (penadah di Kampung). Responden juga tenaga honorer di SD (Guru)	There is an additional effort to buy live fish from local fishermen (fences in the village). Respondents also honorary workers in primary (Master)	0	0	0	0	0	1	0	0	2	0	2	1	0	2	0	2	4	0	0	3	0	1	1	2	2	1	2	1	0	0	3	0	994	3	1	0	1	1	0	4	1		0		1	1	8	5	6	4	5	5	4	4	4	4
438	360	4	39	2011	8	15	Tobelo (Halmahera)	1	1	3	998	5	3	2	4	4	1	3	Harga kopra dan ikan tidak tetap sehingga penghasilan juga tidak tetap.	"Copra and fish prices are not fixed, so income is not fixed."	0	0	0	0	0	3	3	0	1	0	1	1	0	2	1	0	3	0	0	3	0	0	3	2	2	0	994	1	0	0	2	0	994	3	1	1	1	1	0	2	1		1		1	1	2	2	0	0	4	4	4	4	4	4
439	360	4	39	2011	5	10	Biak beser	1	1	7	3	5	1	1	4	4	1	4	Karena sekarang bekerja di TNC	Because now working on TNC	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	3	1	1	3	0	0	2	3	2	1	2	0	0	0	3	0	994	3	1	0	1	1	0	4	1		1		1	1	3	2	3	2	4	4	4	4	5	5
440	360	4	39	2011	4	998	Ternate/Sanana	1	2	2	998	994	994	994	994	994	994	3	Tergantung dari pesanan Censor kayu	Depending on the wood censor orders	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	1	6	0	1	3	0	0	1	2	2	0	994	1	1	0	3	0	994	3	1	0	0	0	0	5	0		1		1	1	3	1	1	0	4	4	4	4	998	4
446	360	4	39	2011	61	11	Biak beser	1	1	3	996	5	1	1	5	4	1	4	Cara mengatur (manajemen) uang dan waktu yang baik	How to set up (management) of money and a good time	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	3	0	0	3	3	3	0	994	0	0	0	3	0	994	3	1	0	1	0	0	5	1		1		1	1	2	1	3	1	4	4	4	4	3	4
447	360	4	39	2011	25	9	Biak beser	1	1	3	998	4	1	1	4	4	1	3	Tergantung dari hasil mata pencaharian	Depending on the outcome of livelihood	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	2	1	2	0	994	1	0	0	2	0	994	3	1	1	0	0	0	4	0		1		1	1	1	0	0	0	3	4	5	4	3	3
448	360	4	39	2011	1	4	Biak beser	1	3	1	998	5	2	2	2	4	1	4	"Hasil kopra meningkat dan harga juga baik, ditambah ada pekerjaan tambahan lain."	"The results of copra increased and the price is also good, plus any other additional work."	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	3	0	0	3	1	2	1	3	1	0	0	2	0	994	3	1	1	1	0	0	4	0		1		1	1	3	1	2	0	4	4	4	4	4	4
