Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol
Denmark,54,Agricultural water withdrawal,4250,1997,0.369,E
Denmark,54,Agricultural water withdrawal,4250,2002,0.1652,E
Denmark,54,Agricultural water withdrawal,4250,2007,0.1175,E
Denmark,54,Agricultural water withdrawal,4250,2012,0.164,E
Estonia,63,Agricultural water withdrawal,4250,1995,0.008,
Estonia,63,Agricultural water withdrawal,4250,2002,0.03,E
Estonia,63,Agricultural water withdrawal,4250,2007,0.0076,E
Estonia,63,Agricultural water withdrawal,4250,2012,0.0045,E
Estonia,63,Agricultural water withdrawal,4250,2014,0.005,
Finland,67,Agricultural water withdrawal,4250,1990,0.02,E
Finland,67,Agricultural water withdrawal,4250,1995,0.05,E
Finland,67,Agricultural water withdrawal,4250,2002,0.05,E
Finland,67,Agricultural water withdrawal,4250,2005,0.05,E
France,68,Agricultural water withdrawal,4250,1992,4.919,E
France,68,Agricultural water withdrawal,4250,1997,3.35,E
France,68,Agricultural water withdrawal,4250,2002,4.291,E
France,68,Agricultural water withdrawal,4250,2007,3.933,E
France,68,Agricultural water withdrawal,4250,2009,3.143,
Germany,79,Agricultural water withdrawal,4250,1991,1.6,E
Germany,79,Agricultural water withdrawal,4250,1995,1.6,
Germany,79,Agricultural water withdrawal,4250,2000,1.14,E
Germany,79,Agricultural water withdrawal,4250,2007,0.1317,E
Germany,79,Agricultural water withdrawal,4250,2010,0.2109,E
Greece,84,Agricultural water withdrawal,4250,1970,2.425,E
Greece,84,Agricultural water withdrawal,4250,1975,3.576,E
Greece,84,Agricultural water withdrawal,4250,1985,4.6,E
Greece,84,Agricultural water withdrawal,4250,1992,7.9,E
Greece,84,Agricultural water withdrawal,4250,1997,7.6,E
Greece,84,Agricultural water withdrawal,4250,2002,8.42,E
Greece,84,Agricultural water withdrawal,4250,2007,8.458,E
Greece,84,Agricultural water withdrawal,4250,2011,7.918,E
Hungary,97,Agricultural water withdrawal,4250,1970,0.665,E
Hungary,97,Agricultural water withdrawal,4250,1975,0.8903,E
Hungary,97,Agricultural water withdrawal,4250,1985,2.286,
Hungary,97,Agricultural water withdrawal,4250,1992,0.949,E
Hungary,97,Agricultural water withdrawal,4250,1996,0.4556,E
Hungary,97,Agricultural water withdrawal,4250,2002,0.6796,E
Hungary,97,Agricultural water withdrawal,4250,2006,0.3054,E
Hungary,97,Agricultural water withdrawal,4250,2012,0.322,E
Iceland,99,Agricultural water withdrawal,4250,1980,0.004,E
Iceland,99,Agricultural water withdrawal,4250,1985,0.004,E
Iceland,99,Agricultural water withdrawal,4250,1992,0.07,E
Iceland,99,Agricultural water withdrawal,4250,2002,0.07,E
Iceland,99,Agricultural water withdrawal,4250,2004,0.07,E
Ireland,104,Agricultural water withdrawal,4250,1970,0.179,E
Ireland,104,Agricultural water withdrawal,4250,1980,0.13,E
Ireland,104,Agricultural water withdrawal,4250,1994,0.179,E
Italy,106,Agricultural water withdrawal,4250,1970,25.6,
Italy,106,Agricultural water withdrawal,4250,2000,20.01,L
Italy,106,Agricultural water withdrawal,4250,2007,12.89,L
Latvia,119,Agricultural water withdrawal,4250,1995,0.036,
Latvia,119,Agricultural water withdrawal,4250,2002,0.0532,E
Latvia,119,Agricultural water withdrawal,4250,2007,0.0506,E
Latvia,119,Agricultural water withdrawal,4250,2012,0.0408,E
Latvia,119,Agricultural water withdrawal,4250,2013,0.0363,E
Lithuania,126,Agricultural water withdrawal,4250,1995,0.008,
Lithuania,126,Agricultural water withdrawal,4250,2001,0.053,E
Lithuania,126,Agricultural water withdrawal,4250,2007,0.0818,E
Lithuania,126,Agricultural water withdrawal,4250,2011,0.0656,
Luxembourg,256,Agricultural water withdrawal,4250,1995,2.00E-04,E
Luxembourg,256,Agricultural water withdrawal,4250,1999,2.00E-04,E
Luxembourg,256,Agricultural water withdrawal,4250,2012,2.00E-04,E
Luxembourg,256,Agricultural water withdrawal,4250,2013,3.00E-04,E
Malta,134,Agricultural water withdrawal,4250,1995,0.007,
Malta,134,Agricultural water withdrawal,4250,2002,0.0189,E
Malta,134,Agricultural water withdrawal,4250,2007,0.0203,E
Malta,134,Agricultural water withdrawal,4250,2012,0.0241,E
Malta,134,Agricultural water withdrawal,4250,2013,0.029,E
Monaco,140,Agricultural water withdrawal,4250,1990,0,E
Monaco,140,Agricultural water withdrawal,4250,1997,0,E
Monaco,140,Agricultural water withdrawal,4250,2002,0,E
Monaco,140,Agricultural water withdrawal,4250,2007,0,E
Monaco,140,Agricultural water withdrawal,4250,2009,0,E
Montenegro,273,Agricultural water withdrawal,4250,2007,0.0066,E
Montenegro,273,Agricultural water withdrawal,4250,2010,0.0017,
Netherlands,150,Agricultural water withdrawal,4250,1991,0.184,E
Netherlands,150,Agricultural water withdrawal,4250,1996,0.23,E
Netherlands,150,Agricultural water withdrawal,4250,2002,0.0526,E
Netherlands,150,Agricultural water withdrawal,4250,2007,0.0719,E
Netherlands,150,Agricultural water withdrawal,4250,2012,0.0602,E
Norway,162,Agricultural water withdrawal,4250,1996,0.73,E
Norway,162,Agricultural water withdrawal,4250,2002,0.808,E
Norway,162,Agricultural water withdrawal,4250,2006,0.8449,E
Poland,173,Agricultural water withdrawal,4250,1970,1.681,E
Poland,173,Agricultural water withdrawal,4250,1975,1.662,E
Poland,173,Agricultural water withdrawal,4250,1980,1.323,E
Poland,173,Agricultural water withdrawal,4250,1985,1.606,E
Poland,173,Agricultural water withdrawal,4250,1992,1.37,E
Poland,173,Agricultural water withdrawal,4250,1997,1.083,E
Poland,173,Agricultural water withdrawal,4250,2002,1.108,E
Poland,173,Agricultural water withdrawal,4250,2007,1.122,E
Poland,173,Agricultural water withdrawal,4250,2012,1.102,E
Portugal,174,Agricultural water withdrawal,4250,1991,5.1,E
Portugal,174,Agricultural water withdrawal,4250,1995,10,E
Portugal,174,Agricultural water withdrawal,4250,1998,8.767,E
Republic of Moldova,146,Agricultural water withdrawal,4250,1992,0.775,
Republic of Moldova,146,Agricultural water withdrawal,4250,1996,0.35,
Republic of Moldova,146,Agricultural water withdrawal,4250,2007,0.036,
Republic of Moldova,146,Agricultural water withdrawal,4250,2012,0.039,
Republic of Moldova,146,Agricultural water withdrawal,4250,2013,0.038,
Romania,183,Agricultural water withdrawal,4250,1970,3.4,
Romania,183,Agricultural water withdrawal,4250,1975,5.75,
Romania,183,Agricultural water withdrawal,4250,1980,6.79,
Romania,183,Agricultural water withdrawal,4250,1985,8.49,
Romania,183,Agricultural water withdrawal,4250,1990,9.1,
Romania,183,Agricultural water withdrawal,4250,1997,2.98,
Romania,183,Agricultural water withdrawal,4250,2002,1.192,E
Romania,183,Agricultural water withdrawal,4250,2007,1.099,E
Romania,183,Agricultural water withdrawal,4250,2012,1.093,E
Romania,183,Agricultural water withdrawal,4250,2013,1.135,E
Russian Federation,185,Agricultural water withdrawal,4250,1994,15.3,
Russian Federation,185,Agricultural water withdrawal,4250,2001,13.2,
Serbia,272,Agricultural water withdrawal,4250,2007,0.1282,E
Serbia,272,Agricultural water withdrawal,4250,2011,0.0974,E
Serbia,272,Agricultural water withdrawal,4250,2013,0.1167,E
Slovakia,199,Agricultural water withdrawal,4250,1992,,
Slovakia,199,Agricultural water withdrawal,4250,1997,0.067,E
Slovakia,199,Agricultural water withdrawal,4250,2002,0.056,E
Slovakia,199,Agricultural water withdrawal,4250,2007,0.0225,E
Slovakia,199,Agricultural water withdrawal,4250,2012,0.0307,E
Slovakia,199,Agricultural water withdrawal,4250,2014,0.0229,E
Slovenia,198,Agricultural water withdrawal,4250,1992,0.0037,E
Slovenia,198,Agricultural water withdrawal,4250,1995,0.0048,E
Slovenia,198,Agricultural water withdrawal,4250,2002,0.0066,E
Slovenia,198,Agricultural water withdrawal,4250,2007,0.0046,E
Slovenia,198,Agricultural water withdrawal,4250,2012,0.0023,E
Slovenia,198,Agricultural water withdrawal,4250,2013,0.0036,E
Spain,203,Agricultural water withdrawal,4250,1986,28.43,
Spain,203,Agricultural water withdrawal,4250,1991,23.7,E
Spain,203,Agricultural water withdrawal,4250,1997,23.41,E
Spain,203,Agricultural water withdrawal,4250,2002,23.04,E
Spain,203,Agricultural water withdrawal,4250,2007,23.18,E
Spain,203,Agricultural water withdrawal,4250,2012,25.47,E
Sweden,210,Agricultural water withdrawal,4250,1970,0.132,E
Sweden,210,Agricultural water withdrawal,4250,1975,0.137,E
Sweden,210,Agricultural water withdrawal,4250,1980,0.14,E
Sweden,210,Agricultural water withdrawal,4250,1992,0.174,E
Sweden,210,Agricultural water withdrawal,4250,1997,0.15,E
Sweden,210,Agricultural water withdrawal,4250,2002,0.135,E
Sweden,210,Agricultural water withdrawal,4250,2007,0.107,E
Sweden,210,Agricultural water withdrawal,4250,2010,0.098,E
Switzerland,211,Agricultural water withdrawal,4250,2000,0.05,L
Switzerland,211,Agricultural water withdrawal,4250,2012,0.1601,E
The former Yugoslav Republic of Macedonia,154,Agricultural water withdrawal,4250,1996,1.066,
The former Yugoslav Republic of Macedonia,154,Agricultural water withdrawal,4250,2002,0.2814,E
The former Yugoslav Republic of Macedonia,154,Agricultural water withdrawal,4250,2007,0.1255,E
Ukraine,230,Agricultural water withdrawal,4250,1992,7.865,I
Ukraine,230,Agricultural water withdrawal,4250,2000,5.485,I
Ukraine,230,Agricultural water withdrawal,4250,2005,4.525,I
Ukraine,230,Agricultural water withdrawal,4250,2010,4.454,I
United Kingdom,229,Agricultural water withdrawal,4250,1990,0.6681,E
United Kingdom,229,Agricultural water withdrawal,4250,1995,1.723,E
United Kingdom,229,Agricultural water withdrawal,4250,2002,1.308,E
United Kingdom,229,Agricultural water withdrawal,4250,2007,1.33,E
United Kingdom,229,Agricultural water withdrawal,4250,2012,1.049,E
Australia,10,Agricultural water withdrawal,4250,1996,15.5,E
Australia,10,Agricultural water withdrawal,4250,2001,15.03,
Australia,10,Agricultural water withdrawal,4250,2005,12.24,
Australia,10,Agricultural water withdrawal,4250,2012,9.587,
Australia,10,Agricultural water withdrawal,4250,2013,12.97,
Fiji,66,Agricultural water withdrawal,4250,1987,0.018,
Fiji,66,Agricultural water withdrawal,4250,2000,0.05,L
Fiji,66,Agricultural water withdrawal,4250,2005,0.05,I
New Zealand,156,Agricultural water withdrawal,4250,1985,0.836,
New Zealand,156,Agricultural water withdrawal,4250,2006,2.82,E
New Zealand,156,Agricultural water withdrawal,4250,2010,3.207,E
Algeria,4,Total water withdrawal,4253,1970,2,
Algeria,4,Total water withdrawal,4253,1975,2.5,
Algeria,4,Total water withdrawal,4253,1980,3,
Algeria,4,Total water withdrawal,4253,1985,3.5,
Algeria,4,Total water withdrawal,4253,1990,4.5,
Algeria,4,Total water withdrawal,4253,2001,5.723,I
Algeria,4,Total water withdrawal,4253,2012,8.425,I
Angola,7,Total water withdrawal,4253,1987,0.48,
Angola,7,Total water withdrawal,4253,2000,0.6405,L
Angola,7,Total water withdrawal,4253,2005,0.7058,L
Benin,53,Total water withdrawal,4253,1985,0.11,
Benin,53,Total water withdrawal,4253,2001,0.13,I
Botswana,20,Total water withdrawal,4253,1985,0.09,
Botswana,20,Total water withdrawal,4253,1992,0.113,
Botswana,20,Total water withdrawal,4253,1995,0.1434,I
Botswana,20,Total water withdrawal,4253,2000,0.194,
Burkina Faso,233,Total water withdrawal,4253,1985,0.29,
Burkina Faso,233,Total water withdrawal,4253,1992,0.376,
Burkina Faso,233,Total water withdrawal,4253,2001,0.7157,L
Burkina Faso,233,Total water withdrawal,4253,2005,0.818,L
Burundi,29,Total water withdrawal,4253,1987,0.1,
Burundi,29,Total water withdrawal,4253,2000,0.288,I
Cabo Verde,35,Total water withdrawal,4253,2001,0.022,I
Cameroon,32,Total water withdrawal,4253,1987,0.396,
Cameroon,32,Total water withdrawal,4253,1992,0.4,
Cameroon,32,Total water withdrawal,4253,2000,0.9664,L
Central African Republic,37,Total water withdrawal,4253,1987,0.0194,I
Central African Republic,37,Total water withdrawal,4253,2000,0.0662,L
Central African Republic,37,Total water withdrawal,4253,2005,0.0725,L
Chad,39,Total water withdrawal,4253,1987,0.181,
Chad,39,Total water withdrawal,4253,2002,0.8492,L
Chad,39,Total water withdrawal,4253,2005,0.8796,L
Comoros,45,Total water withdrawal,4253,1999,0.01,
Congo,46,Total water withdrawal,4253,1987,0.04,
Congo,46,Total water withdrawal,4253,2002,0.046,I
Côte d'Ivoire,107,Total water withdrawal,4253,1987,0.709,
Côte d'Ivoire,107,Total water withdrawal,4253,1990,1.1,
Côte d'Ivoire,107,Total water withdrawal,4253,1994,1.232,
Côte d'Ivoire,107,Total water withdrawal,4253,2000,1.409,L
Côte d'Ivoire,107,Total water withdrawal,4253,2005,1.549,L
Democratic Republic of the Congo,250,Total water withdrawal,4253,2000,0.5841,L
Democratic Republic of the Congo,250,Total water withdrawal,4253,2005,0.6836,L
Djibouti,72,Total water withdrawal,4253,1985,0.008,
Djibouti,72,Total water withdrawal,4253,2000,0.019,
Egypt,59,Total water withdrawal,4253,1975,48.2,
Egypt,59,Total water withdrawal,4253,1995,58.87,I
Egypt,59,Total water withdrawal,4253,2000,68.3,
Egypt,59,Total water withdrawal,4253,2010,78,
Equatorial Guinea,61,Total water withdrawal,4253,1987,0.01,
Equatorial Guinea,61,Total water withdrawal,4253,2000,0.0174,L
Eritrea,178,Total water withdrawal,4253,2000,0.4134,L
Eritrea,178,Total water withdrawal,4253,2004,0.582,
Ethiopia,238,Total water withdrawal,4253,2002,5.558,I
Ethiopia,238,Total water withdrawal,4253,2005,7.861,I
Ethiopia,238,Total water withdrawal,4253,2016,10.55,K
Gabon,74,Total water withdrawal,4253,1987,0.06,
Gabon,74,Total water withdrawal,4253,2000,0.1203,L
Gabon,74,Total water withdrawal,4253,2005,0.1391,L
Gambia,75,Total water withdrawal,4253,1982,0.02,
Gambia,75,Total water withdrawal,4253,2000,0.0905,L
Ghana,81,Total water withdrawal,4253,1970,0.3,I
Ghana,81,Total water withdrawal,4253,2000,0.982,I
Guinea,90,Total water withdrawal,4253,1987,0.74,
Guinea,90,Total water withdrawal,4253,2001,0.5533,L
Guinea-Bissau,175,Total water withdrawal,4253,1991,0.0166,
Guinea-Bissau,175,Total water withdrawal,4253,1996,0.175,
Guinea-Bissau,175,Total water withdrawal,4253,2000,0.175,
Kenya,114,Total water withdrawal,4253,1990,2.049,
Kenya,114,Total water withdrawal,4253,2003,2.32,
Kenya,114,Total water withdrawal,4253,2010,3.218,
Lesotho,122,Total water withdrawal,4253,1987,0.05,
Lesotho,122,Total water withdrawal,4253,2000,0.0438,L
Liberia,123,Total water withdrawal,4253,1987,0.13,
Liberia,123,Total water withdrawal,4253,2000,0.1308,L
Libya,124,Total water withdrawal,4253,1975,1.2,
Libya,124,Total water withdrawal,4253,1980,1.47,
Libya,124,Total water withdrawal,4253,1985,3.115,I
Libya,124,Total water withdrawal,4253,1990,4.76,
Libya,124,Total water withdrawal,4253,1994,4.6,
Libya,124,Total water withdrawal,4253,2000,4.326,
Libya,124,Total water withdrawal,4253,2005,4.869,
Libya,124,Total water withdrawal,4253,2012,5.83,
Madagascar,129,Total water withdrawal,4253,1984,16.3,
Madagascar,129,Total water withdrawal,4253,2000,13.37,I
Madagascar,129,Total water withdrawal,4253,2006,13.56,I
Malawi,130,Total water withdrawal,4253,1994,0.936,
Malawi,130,Total water withdrawal,4253,2002,1.325,L
Malawi,130,Total water withdrawal,4253,2005,1.357,L
Mali,133,Total water withdrawal,4253,1987,1.36,
Mali,133,Total water withdrawal,4253,2006,5.186,
Mauritania,136,Total water withdrawal,4253,1980,0.73,
Mauritania,136,Total water withdrawal,4253,2000,1.601,L
Mauritania,136,Total water withdrawal,4253,2005,1.35,L
Mauritius,137,Total water withdrawal,4253,1975,0.36,
Mauritius,137,Total water withdrawal,4253,1990,0.566,
Mauritius,137,Total water withdrawal,4253,1995,0.615,
Mauritius,137,Total water withdrawal,4253,2000,0.61,
Mauritius,137,Total water withdrawal,4253,2003,0.725,
Morocco,143,Total water withdrawal,4253,1975,9,
Morocco,143,Total water withdrawal,4253,1980,10.05,
Morocco,143,Total water withdrawal,4253,1985,11,
Morocco,143,Total water withdrawal,4253,1992,11.04,
Morocco,143,Total water withdrawal,4253,1995,11.26,I
Morocco,143,Total water withdrawal,4253,2002,14.82,
Morocco,143,Total water withdrawal,4253,2010,10.43,
Mozambique,144,Total water withdrawal,4253,1990,0.605,
Mozambique,144,Total water withdrawal,4253,2001,0.8842,L
Mozambique,144,Total water withdrawal,4253,2015,1.473,
Namibia,147,Total water withdrawal,4253,1985,0.14,
Namibia,147,Total water withdrawal,4253,1991,0.249,
Namibia,147,Total water withdrawal,4253,1995,0.273,I
Namibia,147,Total water withdrawal,4253,2002,0.288,
Niger,158,Total water withdrawal,4253,1988,0.5,
Niger,158,Total water withdrawal,4253,2005,0.9836,L
Nigeria,159,Total water withdrawal,4253,1987,5.59,I
Nigeria,159,Total water withdrawal,4253,2000,10.31,L
Nigeria,159,Total water withdrawal,4253,2005,11.57,L
Nigeria,159,Total water withdrawal,4253,2010,12.47,L
Rwanda,184,Total water withdrawal,4253,2000,0.15,
Sao Tome and Principe,193,Total water withdrawal,4253,1993,0.007,
Senegal,195,Total water withdrawal,4253,1987,1.36,
Senegal,195,Total water withdrawal,4253,2002,2.221,I
Seychelles,196,Total water withdrawal,4253,1989,0.0119,I
Seychelles,196,Total water withdrawal,4253,2005,0.0137,I
Sierra Leone,197,Total water withdrawal,4253,1987,0.37,
Sierra Leone,197,Total water withdrawal,4253,2000,0.1889,L
Sierra Leone,197,Total water withdrawal,4253,2005,0.2122,L
Somalia,201,Total water withdrawal,4253,1987,0.81,
Somalia,201,Total water withdrawal,4253,2000,3.29,L
Somalia,201,Total water withdrawal,4253,2003,3.298,I
South Africa,202,Total water withdrawal,4253,1990,13.31,
South Africa,202,Total water withdrawal,4253,1995,12.9,I
South Africa,202,Total water withdrawal,4253,2000,12.79,
South Africa,202,Total water withdrawal,4253,2013,15.5,
South Sudan,277,Total water withdrawal,4253,2011,0.658,
Sudan,276,Total water withdrawal,4253,2011,26.93,
Swaziland,209,Total water withdrawal,4253,1980,0.657,
Swaziland,209,Total water withdrawal,4253,2000,1.042,I
Togo,217,Total water withdrawal,4253,1987,0.091,
Togo,217,Total water withdrawal,4253,2002,0.169,
Tunisia,222,Total water withdrawal,4253,1975,1.07,
Tunisia,222,Total water withdrawal,4253,1980,1.9,
Tunisia,222,Total water withdrawal,4253,1985,2.3,
Tunisia,222,Total water withdrawal,4253,1990,3.075,
Tunisia,222,Total water withdrawal,4253,1995,2.857,I
Tunisia,222,Total water withdrawal,4253,2001,2.85,I
Tunisia,222,Total water withdrawal,4253,2011,3.305,I
Uganda,226,Total water withdrawal,4253,1970,0.2,
Uganda,226,Total water withdrawal,4253,2002,0.3174,I
Uganda,226,Total water withdrawal,4253,2008,0.637,
United Republic of Tanzania,215,Total water withdrawal,4253,2002,5.184,K
Zambia,251,Total water withdrawal,4253,1992,1.747,
Zambia,251,Total water withdrawal,4253,1994,1.706,
Zambia,251,Total water withdrawal,4253,2002,1.572,L
Zimbabwe,181,Total water withdrawal,4253,1987,1.22,
Zimbabwe,181,Total water withdrawal,4253,2002,4.205,
Zimbabwe,181,Total water withdrawal,4253,2007,3.57,
Antigua and Barbuda,8,Total water withdrawal,4253,1990,0.005,
Antigua and Barbuda,8,Total water withdrawal,4253,2005,0.0084,L
Antigua and Barbuda,8,Total water withdrawal,4253,2012,0.0115,
Argentina,9,Total water withdrawal,4253,1976,27.6,
Argentina,9,Total water withdrawal,4253,1995,28.58,
Argentina,9,Total water withdrawal,4253,2011,37.78,
Barbados,14,Total water withdrawal,4253,1962,0.03,
Barbados,14,Total water withdrawal,4253,1996,0.081,I
Barbados,14,Total water withdrawal,4253,2005,0.081,I
Belize,23,Total water withdrawal,4253,1987,0.02,
Belize,23,Total water withdrawal,4253,2000,0.101,
Bolivia (Plurinational State of),19,Total water withdrawal,4253,1987,1.24,
Bolivia (Plurinational State of),19,Total water withdrawal,4253,2009,2.088,I
Brazil,21,Total water withdrawal,4253,1987,35.04,
Brazil,21,Total water withdrawal,4253,1996,54.87,
Brazil,21,Total water withdrawal,4253,2006,58.07,
Brazil,21,Total water withdrawal,4253,2010,74.83,
Canada,33,Total water withdrawal,4253,1986,42.2,
Canada,33,Total water withdrawal,4253,1991,45.09,E
Canada,33,Total water withdrawal,4253,1996,42.21,E
Canada,33,Total water withdrawal,4253,2007,41.32,E
Canada,33,Total water withdrawal,4253,2009,38.8,E
Chile,40,Total water withdrawal,4253,1992,20.29,I
Chile,40,Total water withdrawal,4253,2006,35.43,
Colombia,44,Total water withdrawal,4253,2000,7.746,I
Colombia,44,Total water withdrawal,4253,2008,11.77,I
Costa Rica,48,Total water withdrawal,4253,2013,2.35,
Cuba,49,Total water withdrawal,4253,1995,5.211,
Cuba,49,Total water withdrawal,4253,2007,4.937,I
Cuba,49,Total water withdrawal,4253,2013,6.959,
Dominica,55,Total water withdrawal,4253,1996,0.0166,
Dominica,55,Total water withdrawal,4253,2000,0.0166,
Dominica,55,Total water withdrawal,4253,2004,0.0166,
Dominica,55,Total water withdrawal,4253,2010,0.02,I
Dominican Republic,56,Total water withdrawal,4253,2000,4.865,I
Dominican Republic,56,Total water withdrawal,4253,2005,5.47,I
Dominican Republic,56,Total water withdrawal,4253,2010,7.156,
Ecuador,58,Total water withdrawal,4253,2000,9.369,L
Ecuador,58,Total water withdrawal,4253,2005,9.918,L
El Salvador,60,Total water withdrawal,4253,1992,0.729,
El Salvador,60,Total water withdrawal,4253,2000,1.376,L
El Salvador,60,Total water withdrawal,4253,2005,2.118,
Grenada,86,Total water withdrawal,4253,2005,0.01,
Grenada,86,Total water withdrawal,4253,2014,0.0141,I
Guatemala,89,Total water withdrawal,4253,2006,3.324,
Guyana,91,Total water withdrawal,4253,1992,1.46,
Guyana,91,Total water withdrawal,4253,2000,1.64,L
Guyana,91,Total water withdrawal,4253,2010,1.445,I
Haiti,93,Total water withdrawal,4253,1991,0.9799,
Haiti,93,Total water withdrawal,4253,1995,1.285,
Haiti,93,Total water withdrawal,4253,2009,1.45,L
Honduras,95,Total water withdrawal,4253,2003,1.607,
Jamaica,109,Total water withdrawal,4253,1993,0.928,
Jamaica,109,Total water withdrawal,4253,2007,0.812,I
Mexico,138,Total water withdrawal,4253,1980,56,E
Mexico,138,Total water withdrawal,4253,2002,72.6,
Mexico,138,Total water withdrawal,4253,2007,78.95,
Mexico,138,Total water withdrawal,4253,2011,80.3,
Nicaragua,157,Total water withdrawal,4253,2001,1.388,
Nicaragua,157,Total water withdrawal,4253,2011,1.545,I
Panama,166,Total water withdrawal,4253,2010,1.037,
Paraguay,169,Total water withdrawal,4253,1987,0.43,
Paraguay,169,Total water withdrawal,4253,2000,0.49,L
Paraguay,169,Total water withdrawal,4253,2012,2.413,I
Peru,170,Total water withdrawal,4253,2008,13.66,
Puerto Rico,177,Total water withdrawal,4253,1990,4.21,
Puerto Rico,177,Total water withdrawal,4253,2000,3.881,
Puerto Rico,177,Total water withdrawal,4253,2005,4.162,
Puerto Rico,177,Total water withdrawal,4253,2010,4.153,
Saint Kitts and Nevis,188,Total water withdrawal,4253,2012,0.0156,I
Saint Lucia,189,Total water withdrawal,4253,2007,0.0429,I
Saint Vincent and the Grenadines,191,Total water withdrawal,4253,1995,0.01,
Saint Vincent and the Grenadines,191,Total water withdrawal,4253,2013,0.0085,I
Suriname,207,Total water withdrawal,4253,1987,0.46,
Suriname,207,Total water withdrawal,4253,2000,0.67,L
Suriname,207,Total water withdrawal,4253,2006,0.6159,
Trinidad and Tobago,220,Total water withdrawal,4253,1997,0.297,
Trinidad and Tobago,220,Total water withdrawal,4253,2000,0.314,
Trinidad and Tobago,220,Total water withdrawal,4253,2005,0.345,I
Trinidad and Tobago,220,Total water withdrawal,4253,2011,0.3832,I
United States of America,231,Total water withdrawal,4253,1980,517.7,E
United States of America,231,Total water withdrawal,4253,1990,559.3,
United States of America,231,Total water withdrawal,4253,2000,559.3,
United States of America,231,Total water withdrawal,4253,2005,562.4,
United States of America,231,Total water withdrawal,4253,2010,485.6,
Uruguay,234,Total water withdrawal,4253,1965,0.65,
Uruguay,234,Total water withdrawal,4253,2000,3.66,
Venezuela (Bolivarian Republic of),236,Total water withdrawal,4253,1970,4.1,
Venezuela (Bolivarian Republic of),236,Total water withdrawal,4253,2000,9.064,L
Venezuela (Bolivarian Republic of),236,Total water withdrawal,4253,2007,22.63,I
Afghanistan,2,Total water withdrawal,4253,1975,10.7,
Afghanistan,2,Total water withdrawal,4253,1987,26.11,
Afghanistan,2,Total water withdrawal,4253,2000,20.28,I
Armenia,1,Total water withdrawal,4253,1995,2.925,
Armenia,1,Total water withdrawal,4253,2002,1.733,I
Armenia,1,Total water withdrawal,4253,2007,2.858,I
Armenia,1,Total water withdrawal,4253,2012,2.941,
Azerbaijan,52,Total water withdrawal,4253,1997,12.51,
Azerbaijan,52,Total water withdrawal,4253,2002,10.07,
Azerbaijan,52,Total water withdrawal,4253,2005,12.21,I
Azerbaijan,52,Total water withdrawal,4253,2012,11.97,
Bahrain,13,Total water withdrawal,4253,1990,0.239,
Bahrain,13,Total water withdrawal,4253,2003,0.3574,
Bangladesh,16,Total water withdrawal,4253,2008,35.87,
Bhutan,18,Total water withdrawal,4253,2008,0.338,
Brunei Darussalam,26,Total water withdrawal,4253,1991,0.076,
Brunei Darussalam,26,Total water withdrawal,4253,1994,0.092,
Cambodia,115,Total water withdrawal,4253,2006,2.184,
China,351,Total water withdrawal,4253,1980,443.7,
China,351,Total water withdrawal,4253,1985,481.1,I
China,351,Total water withdrawal,4253,1990,500,
China,351,Total water withdrawal,4253,1993,525.4,
China,351,Total water withdrawal,4253,2005,554.1,
China,351,Total water withdrawal,4253,2010,590.2,
China,351,Total water withdrawal,4253,2013,607.8,
Democratic People's Republic of Korea,116,Total water withdrawal,4253,2005,8.658,L
Georgia,73,Total water withdrawal,4253,2005,1.813,I
Georgia,73,Total water withdrawal,4253,2008,1.823,
India,100,Total water withdrawal,4253,1975,380,
India,100,Total water withdrawal,4253,1980,438.3,I
India,100,Total water withdrawal,4253,1986,497.4,I
India,100,Total water withdrawal,4253,1990,500,
India,100,Total water withdrawal,4253,2000,610.4,I
India,100,Total water withdrawal,4253,2010,761,
Indonesia,101,Total water withdrawal,4253,1990,74.34,
Indonesia,101,Total water withdrawal,4253,2000,113.3,
Iran (Islamic Republic of),102,Total water withdrawal,4253,1975,45,
Iran (Islamic Republic of),102,Total water withdrawal,4253,1995,83,
Iran (Islamic Republic of),102,Total water withdrawal,4253,2001,89.7,I
Iran (Islamic Republic of),102,Total water withdrawal,4253,2004,93.3,
Iraq,103,Total water withdrawal,4253,1975,40.56,
Iraq,103,Total water withdrawal,4253,1980,40.8,I
Iraq,103,Total water withdrawal,4253,1985,41.02,
Iraq,103,Total water withdrawal,4253,1990,42.8,
Iraq,103,Total water withdrawal,4253,1995,54.4,I
Iraq,103,Total water withdrawal,4253,2000,66,
Israel,105,Total water withdrawal,4253,1970,1.564,
Israel,105,Total water withdrawal,4253,1975,1.632,I
Israel,105,Total water withdrawal,4253,1980,1.7,
Israel,105,Total water withdrawal,4253,1986,1.9,
Israel,105,Total water withdrawal,4253,1990,1.804,
Israel,105,Total water withdrawal,4253,1995,1.812,E
Israel,105,Total water withdrawal,4253,2002,1.831,
Israel,105,Total water withdrawal,4253,2004,1.954,
Japan,110,Total water withdrawal,4253,1980,88.2,
Japan,110,Total water withdrawal,4253,1992,91.4,
Japan,110,Total water withdrawal,4253,1997,89.23,E
Japan,110,Total water withdrawal,4253,2002,84.65,E
Japan,110,Total water withdrawal,4253,2007,82.98,E
Japan,110,Total water withdrawal,4253,2009,81.45,E
Jordan,112,Total water withdrawal,4253,1975,0.451,
